,nodes,edges,vocs
0,21.0,66.0,1.0
13,27.0,77.0,1.0
37,27.0,77.0,1.0
22,27.0,87.0,1.0
68,28.0,89.0,1.0
38,28.0,95.0,1.0
75,29.0,93.0,1.0
12,30.0,99.0,1.0
26,32.0,138.0,1.0
76,35.0,124.0,1.0
19,35.0,130.0,1.0
50,36.0,133.0,1.0
36,37.0,149.0,1.0
44,41.0,150.0,1.0
5,46.0,178.0,1.0
41,49.0,208.0,1.0
47,52.0,191.0,1.0
45,56.0,259.0,1.0
55,56.0,222.0,1.0
90,65.0,260.0,2.0
11,67.0,282.0,1.0
62,69.0,316.0,1.0
165,70.0,322.0,2.0
260,72.0,303.0,3.0
46,76.0,352.0,1.0
102,76.0,341.0,2.0
58,84.0,384.0,1.0
3,86.0,427.0,1.0
25,88.0,404.0,1.0
69,89.0,475.0,1.0
212,90.0,416.0,3.0
175,94.0,454.0,2.0
304,94.0,406.0,4.0
65,100.0,453.0,1.0
79,101.0,470.0,2.0
10,101.0,492.0,1.0
23,104.0,526.0,1.0
49,105.0,524.0,1.0
7,106.0,506.0,1.0
180,109.0,520.0,3.0
59,110.0,557.0,1.0
128,110.0,525.0,2.0
42,110.0,514.0,1.0
96,110.0,514.0,2.0
399,111.0,512.0,5.0
288,113.0,537.0,4.0
473,115.0,549.0,5.0
52,116.0,521.0,1.0
27,116.0,545.0,1.0
199,116.0,559.0,3.0
141,117.0,511.0,2.0
18,117.0,511.0,1.0
118,118.0,580.0,2.0
112,119.0,602.0,2.0
88,119.0,536.0,2.0
431,120.0,568.0,5.0
106,121.0,553.0,2.0
94,123.0,571.0,2.0
17,123.0,592.0,1.0
187,124.0,597.0,4.0
227,124.0,579.0,3.0
35,125.0,623.0,1.0
329,127.0,655.0,4.0
43,129.0,662.0,1.0
225,130.0,629.0,3.0
153,131.0,649.0,2.0
85,131.0,648.0,2.0
192,132.0,617.0,3.0
226,132.0,615.0,4.0
182,133.0,634.0,3.0
367,135.0,669.0,4.0
273,136.0,687.0,3.0
166,137.0,650.0,2.0
206,137.0,661.0,3.0
57,138.0,693.0,1.0
291,140.0,714.0,4.0
151,141.0,657.0,2.0
138,148.0,788.0,2.0
139,148.0,741.0,2.0
1,148.0,741.0,1.0
123,149.0,694.0,2.0
314,150.0,712.0,4.0
251,152.0,740.0,3.0
124,153.0,697.0,2.0
170,153.0,725.0,2.0
356,154.0,763.0,4.0
160,154.0,709.0,2.0
144,155.0,746.0,2.0
174,156.0,752.0,2.0
70,157.0,797.0,1.0
539,157.0,790.0,6.0
60,157.0,764.0,1.0
198,162.0,854.0,3.0
147,163.0,823.0,2.0
126,163.0,816.0,2.0
53,164.0,816.0,1.0
351,164.0,814.0,4.0
460,167.0,801.0,5.0
14,168.0,862.0,1.0
570,170.0,842.0,6.0
297,172.0,859.0,4.0
287,172.0,826.0,4.0
202,173.0,902.0,3.0
161,174.0,877.0,2.0
6,174.0,858.0,1.0
157,175.0,902.0,2.0
72,179.0,911.0,1.0
290,181.0,907.0,4.0
230,184.0,906.0,3.0
250,184.0,906.0,3.0
428,184.0,892.0,5.0
346,186.0,922.0,4.0
64,186.0,968.0,1.0
95,186.0,916.0,2.0
434,189.0,929.0,5.0
67,191.0,979.0,1.0
359,192.0,967.0,4.0
219,192.0,967.0,3.0
92,192.0,966.0,2.0
61,192.0,969.0,1.0
63,193.0,957.0,1.0
352,193.0,917.0,4.0
232,193.0,971.0,3.0
81,197.0,1005.0,2.0
252,197.0,971.0,3.0
20,200.0,1011.0,1.0
107,200.0,1012.0,2.0
137,202.0,1026.0,2.0
163,204.0,1034.0,2.0
114,207.0,1014.0,2.0
263,207.0,1030.0,3.0
385,211.0,1073.0,5.0
247,211.0,1059.0,3.0
254,214.0,1027.0,3.0
259,221.0,1080.0,3.0
133,224.0,1127.0,2.0
476,226.0,1099.0,6.0
269,226.0,1139.0,3.0
332,226.0,1114.0,4.0
200,227.0,1154.0,3.0
610,227.0,1099.0,7.0
237,228.0,1105.0,3.0
374,228.0,1165.0,4.0
111,229.0,1120.0,2.0
142,229.0,1097.0,2.0
255,229.0,1108.0,3.0
93,230.0,1133.0,2.0
56,233.0,1196.0,1.0
387,233.0,1141.0,5.0
317,234.0,1199.0,4.0
672,236.0,1216.0,7.0
383,237.0,1136.0,5.0
136,238.0,1213.0,2.0
335,238.0,1271.0,4.0
155,239.0,1301.0,2.0
552,241.0,1225.0,6.0
296,242.0,1179.0,4.0
34,244.0,1210.0,1.0
150,244.0,1185.0,2.0
271,246.0,1208.0,3.0
243,246.0,1203.0,3.0
369,249.0,1220.0,4.0
339,252.0,1348.0,4.0
505,252.0,1276.0,6.0
533,253.0,1282.0,6.0
448,254.0,1264.0,5.0
177,255.0,1230.0,3.0
606,260.0,1330.0,7.0
261,260.0,1250.0,3.0
575,263.0,1372.0,6.0
28,263.0,1288.0,1.0
419,263.0,1203.0,5.0
216,264.0,1326.0,3.0
217,264.0,1365.0,3.0
33,264.0,1365.0,1.0
231,264.0,1326.0,3.0
132,264.0,1291.0,2.0
571,266.0,1336.0,6.0
117,268.0,1354.0,2.0
376,269.0,1342.0,5.0
108,269.0,1298.0,2.0
358,269.0,1326.0,4.0
303,273.0,1349.0,4.0
143,277.0,1403.0,2.0
440,277.0,1345.0,5.0
29,277.0,1403.0,1.0
97,277.0,1347.0,2.0
462,277.0,1401.0,5.0
207,281.0,1408.0,3.0
465,284.0,1388.0,5.0
284,284.0,1348.0,4.0
323,284.0,1418.0,4.0
158,286.0,1471.0,2.0
613,286.0,1441.0,7.0
322,287.0,1477.0,4.0
30,290.0,1469.0,1.0
9,290.0,1484.0,1.0
16,291.0,1459.0,1.0
327,292.0,1454.0,4.0
671,293.0,1398.0,8.0
355,293.0,1401.0,4.0
122,294.0,1488.0,2.0
172,297.0,1539.0,2.0
134,297.0,1494.0,2.0
220,298.0,1581.0,3.0
413,299.0,1500.0,5.0
54,301.0,1512.0,1.0
418,303.0,1504.0,5.0
531,304.0,1576.0,6.0
421,305.0,1507.0,5.0
282,307.0,1577.0,4.0
149,307.0,1513.0,2.0
547,308.0,1479.0,6.0
48,310.0,1590.0,1.0
411,311.0,1619.0,5.0
211,311.0,1595.0,4.0
74,313.0,1482.0,1.0
109,313.0,1602.0,2.0
100,314.0,1580.0,2.0
164,315.0,1636.0,2.0
292,315.0,1561.0,4.0
196,317.0,1552.0,3.0
493,318.0,1573.0,6.0
401,319.0,1621.0,5.0
268,320.0,1607.0,3.0
104,321.0,1623.0,2.0
71,321.0,1623.0,1.0
188,321.0,1617.0,3.0
162,321.0,1623.0,2.0
195,323.0,1671.0,3.0
204,324.0,1666.0,3.0
129,324.0,1587.0,2.0
453,325.0,1714.0,5.0
78,325.0,1657.0,2.0
24,326.0,1671.0,1.0
203,327.0,1696.0,3.0
586,330.0,1675.0,7.0
82,333.0,1689.0,2.0
636,333.0,1671.0,7.0
218,334.0,1714.0,3.0
125,335.0,1681.0,2.0
73,337.0,1707.0,1.0
159,338.0,1781.0,2.0
634,338.0,1718.0,7.0
522,339.0,1722.0,6.0
435,340.0,1699.0,5.0
105,340.0,1710.0,2.0
156,343.0,1733.0,2.0
184,344.0,1753.0,3.0
152,345.0,1757.0,2.0
201,345.0,1655.0,3.0
222,345.0,1742.0,4.0
148,345.0,1728.0,2.0
597,346.0,1747.0,7.0
548,346.0,1760.0,6.0
658,347.0,1757.0,7.0
386,347.0,1717.0,5.0
565,347.0,1764.0,6.0
249,349.0,1786.0,3.0
256,349.0,1780.0,3.0
445,352.0,1772.0,5.0
40,353.0,1777.0,1.0
246,353.0,1810.0,3.0
591,355.0,1762.0,7.0
396,357.0,1828.0,5.0
444,358.0,1846.0,5.0
330,358.0,1828.0,4.0
528,359.0,1765.0,6.0
257,360.0,1790.0,3.0
366,360.0,1780.0,4.0
262,360.0,1840.0,3.0
234,362.0,1823.0,3.0
455,363.0,1815.0,5.0
264,365.0,1837.0,3.0
655,365.0,1758.0,7.0
120,368.0,1887.0,2.0
116,369.0,1870.0,2.0
499,370.0,1788.0,6.0
113,371.0,1893.0,2.0
363,371.0,1918.0,4.0
240,373.0,1838.0,3.0
361,374.0,1914.0,4.0
2,374.0,1941.0,1.0
357,375.0,1918.0,4.0
176,376.0,1945.0,3.0
509,376.0,1879.0,6.0
66,377.0,1894.0,1.0
145,377.0,1894.0,2.0
325,378.0,1929.0,4.0
130,379.0,1947.0,2.0
190,382.0,1928.0,3.0
535,384.0,1917.0,6.0
266,385.0,1967.0,3.0
583,386.0,1911.0,7.0
178,387.0,1949.0,3.0
280,388.0,1965.0,4.0
602,391.0,2091.0,7.0
321,391.0,1938.0,4.0
654,392.0,1986.0,7.0
99,396.0,2027.0,2.0
80,396.0,1945.0,2.0
572,397.0,1981.0,6.0
235,397.0,1987.0,3.0
456,399.0,2045.0,5.0
307,399.0,1960.0,4.0
167,401.0,2039.0,2.0
194,401.0,2002.0,3.0
415,402.0,1954.0,5.0
370,403.0,2031.0,4.0
295,403.0,1998.0,4.0
91,404.0,2061.0,2.0
436,405.0,1958.0,5.0
354,405.0,1976.0,4.0
549,405.0,2002.0,7.0
300,406.0,2009.0,4.0
8,408.0,2080.0,1.0
576,410.0,2071.0,7.0
223,410.0,2087.0,3.0
420,410.0,2035.0,5.0
272,411.0,2091.0,3.0
345,411.0,2052.0,4.0
342,412.0,2070.0,4.0
461,412.0,2007.0,5.0
39,412.0,1967.0,1.0
486,414.0,2015.0,6.0
173,415.0,2139.0,2.0
205,417.0,2077.0,3.0
4,417.0,2098.0,1.0
86,418.0,2094.0,2.0
311,418.0,2091.0,4.0
503,419.0,2111.0,6.0
31,419.0,2106.0,1.0
186,420.0,2113.0,3.0
496,420.0,2200.0,6.0
603,421.0,2103.0,7.0
364,422.0,2144.0,4.0
197,423.0,2158.0,3.0
84,423.0,2141.0,2.0
239,423.0,2179.0,3.0
388,426.0,2119.0,5.0
89,426.0,2136.0,2.0
286,426.0,2168.0,4.0
620,429.0,2277.0,7.0
328,429.0,2193.0,4.0
319,430.0,2159.0,4.0
667,430.0,2179.0,7.0
101,432.0,2277.0,2.0
340,432.0,2173.0,4.0
98,432.0,2161.0,2.0
490,432.0,2171.0,6.0
429,433.0,2170.0,5.0
15,433.0,2204.0,1.0
119,433.0,2216.0,2.0
278,433.0,2180.0,4.0
675,435.0,2189.0,7.0
154,435.0,2180.0,2.0
146,437.0,2218.0,2.0
189,440.0,2265.0,3.0
169,440.0,2308.0,2.0
536,441.0,2187.0,6.0
265,441.0,2235.0,3.0
463,441.0,2265.0,5.0
664,442.0,2298.0,7.0
326,442.0,2262.0,4.0
596,444.0,2167.0,8.0
224,445.0,2313.0,3.0
179,445.0,2235.0,3.0
341,445.0,2223.0,4.0
51,447.0,2340.0,1.0
127,448.0,2267.0,2.0
343,449.0,2263.0,4.0
543,449.0,2222.0,6.0
474,452.0,2374.0,5.0
468,453.0,2279.0,5.0
245,454.0,2181.0,3.0
451,454.0,2374.0,6.0
135,459.0,2306.0,2.0
275,459.0,2330.0,3.0
393,459.0,2317.0,5.0
289,459.0,2338.0,4.0
185,460.0,2301.0,3.0
409,461.0,2317.0,5.0
312,461.0,2286.0,4.0
115,461.0,2446.0,2.0
233,461.0,2299.0,3.0
241,463.0,2339.0,3.0
293,463.0,2376.0,4.0
427,468.0,2346.0,5.0
398,468.0,2319.0,5.0
470,468.0,2332.0,5.0
557,470.0,2346.0,6.0
389,471.0,2397.0,5.0
131,471.0,2353.0,2.0
426,474.0,2414.0,5.0
315,474.0,2434.0,4.0
511,477.0,2457.0,6.0
348,477.0,2381.0,4.0
248,479.0,2395.0,3.0
560,479.0,2416.0,6.0
349,480.0,2453.0,4.0
380,480.0,2316.0,5.0
538,485.0,2474.0,6.0
414,487.0,2408.0,5.0
221,488.0,2527.0,3.0
353,489.0,2475.0,4.0
584,492.0,2512.0,7.0
669,493.0,2513.0,7.0
77,498.0,2528.0,2.0
336,503.0,2625.0,4.0
274,504.0,2587.0,3.0
324,505.0,2571.0,4.0
253,505.0,2604.0,3.0
368,507.0,2583.0,4.0
210,507.0,2637.0,3.0
384,508.0,2609.0,5.0
495,510.0,2597.0,6.0
627,511.0,2570.0,7.0
502,513.0,2600.0,6.0
391,513.0,2585.0,5.0
423,513.0,2581.0,5.0
181,514.0,2621.0,3.0
608,514.0,2584.0,7.0
308,515.0,2559.0,4.0
362,516.0,2567.0,4.0
338,516.0,2575.0,4.0
541,518.0,2651.0,6.0
512,520.0,2584.0,6.0
405,521.0,2594.0,5.0
258,521.0,2616.0,3.0
579,521.0,2650.0,7.0
578,524.0,2641.0,7.0
298,525.0,2596.0,4.0
334,527.0,2683.0,4.0
604,528.0,2643.0,7.0
425,530.0,2644.0,5.0
517,531.0,2614.0,6.0
477,534.0,2629.0,6.0
588,540.0,2717.0,7.0
530,540.0,2674.0,6.0
559,541.0,2708.0,6.0
400,542.0,2734.0,5.0
589,542.0,2728.0,7.0
513,542.0,2771.0,6.0
171,543.0,2766.0,2.0
430,544.0,2718.0,5.0
607,544.0,2695.0,7.0
238,544.0,2748.0,3.0
458,546.0,2806.0,5.0
492,547.0,2777.0,6.0
489,547.0,2828.0,6.0
542,551.0,2755.0,6.0
561,553.0,2787.0,6.0
416,554.0,2897.0,5.0
648,555.0,2843.0,7.0
491,557.0,2856.0,6.0
637,559.0,2851.0,7.0
521,559.0,2781.0,6.0
244,562.0,2763.0,3.0
432,562.0,2829.0,5.0
443,563.0,2849.0,5.0
140,564.0,2900.0,2.0
285,564.0,2824.0,4.0
638,569.0,2884.0,7.0
214,570.0,2963.0,3.0
625,570.0,2921.0,7.0
558,570.0,2819.0,6.0
497,572.0,2770.0,6.0
567,576.0,2851.0,6.0
318,576.0,2833.0,4.0
449,577.0,2846.0,5.0
551,580.0,2911.0,6.0
645,580.0,2945.0,7.0
309,587.0,2953.0,4.0
242,590.0,3068.0,3.0
485,593.0,3038.0,6.0
650,594.0,3014.0,7.0
516,594.0,2973.0,6.0
488,595.0,3044.0,6.0
643,598.0,3054.0,7.0
32,599.0,2804.0,1.0
305,600.0,3053.0,4.0
500,601.0,3002.0,6.0
475,602.0,3039.0,6.0
580,606.0,3126.0,7.0
616,606.0,3041.0,7.0
378,607.0,3048.0,5.0
494,607.0,3020.0,6.0
487,608.0,3022.0,6.0
534,610.0,3085.0,6.0
168,610.0,3534.0,2.0
661,611.0,3062.0,7.0
504,614.0,3140.0,6.0
527,615.0,3161.0,6.0
554,616.0,3222.0,6.0
657,617.0,3101.0,7.0
566,619.0,3158.0,6.0
642,619.0,3189.0,7.0
641,621.0,3173.0,7.0
544,622.0,3230.0,6.0
87,622.0,2911.0,2.0
270,623.0,3036.0,3.0
665,630.0,3115.0,7.0
281,630.0,3222.0,4.0
590,633.0,3225.0,7.0
640,633.0,3283.0,7.0
553,636.0,3197.0,6.0
649,637.0,3285.0,7.0
394,637.0,3259.0,6.0
392,637.0,3229.0,5.0
556,638.0,3263.0,6.0
452,640.0,3235.0,5.0
110,641.0,3690.0,2.0
592,643.0,3333.0,7.0
302,643.0,3301.0,4.0
615,644.0,3249.0,7.0
406,645.0,3259.0,5.0
609,646.0,3272.0,7.0
478,647.0,3307.0,6.0
402,649.0,3345.0,5.0
555,652.0,3364.0,6.0
377,659.0,3357.0,5.0
546,662.0,3427.0,6.0
464,665.0,3369.0,5.0
593,670.0,3408.0,7.0
333,670.0,3349.0,4.0
306,670.0,3360.0,4.0
191,671.0,3222.0,3.0
668,672.0,3457.0,7.0
568,672.0,3414.0,6.0
498,673.0,3258.0,6.0
507,674.0,3413.0,6.0
601,675.0,3329.0,7.0
103,679.0,3486.0,2.0
320,679.0,3207.0,4.0
585,681.0,3438.0,7.0
441,682.0,3394.0,5.0
524,683.0,3380.0,6.0
663,684.0,3419.0,7.0
510,684.0,3471.0,6.0
479,689.0,3511.0,6.0
397,695.0,3472.0,5.0
633,699.0,3553.0,7.0
193,700.0,3573.0,3.0
301,700.0,3564.0,4.0
403,701.0,3518.0,5.0
209,701.0,3552.0,3.0
294,707.0,3673.0,4.0
484,708.0,3703.0,6.0
537,709.0,3569.0,6.0
515,710.0,3593.0,6.0
404,710.0,3578.0,5.0
267,712.0,3635.0,3.0
545,714.0,3543.0,6.0
437,720.0,3671.0,5.0
21,721.0,3818.0,1.0
562,721.0,3528.0,6.0
666,722.0,3722.0,7.0
229,722.0,3562.0,3.0
183,723.0,3737.0,3.0
83,729.0,3852.0,2.0
582,730.0,3681.0,7.0
299,731.0,4104.0,4.0
540,735.0,3667.0,6.0
316,735.0,3748.0,4.0
469,737.0,3437.0,6.0
337,740.0,3745.0,4.0
526,740.0,3817.0,6.0
395,742.0,4176.0,5.0
438,744.0,3555.0,6.0
279,746.0,3869.0,4.0
215,748.0,3885.0,3.0
433,748.0,3828.0,5.0
228,750.0,3876.0,3.0
422,751.0,3851.0,5.0
605,752.0,3793.0,7.0
508,753.0,3774.0,6.0
373,766.0,3822.0,4.0
375,767.0,4037.0,4.0
622,768.0,3903.0,7.0
372,768.0,4334.0,4.0
466,769.0,4029.0,5.0
525,776.0,4015.0,6.0
424,779.0,4010.0,5.0
577,781.0,4046.0,7.0
594,782.0,4004.0,7.0
379,783.0,3951.0,5.0
442,784.0,3864.0,5.0
467,785.0,3968.0,5.0
595,785.0,4003.0,7.0
646,788.0,4065.0,7.0
454,792.0,3964.0,5.0
651,800.0,4067.0,7.0
408,800.0,4097.0,5.0
371,807.0,4092.0,4.0
573,814.0,4100.0,6.0
581,815.0,4085.0,7.0
529,819.0,4132.0,6.0
662,822.0,4192.0,7.0
659,824.0,4088.0,7.0
626,824.0,4195.0,7.0
446,825.0,4276.0,5.0
518,833.0,4266.0,6.0
447,837.0,4382.0,5.0
313,838.0,4142.0,4.0
344,843.0,4417.0,4.0
674,847.0,4221.0,7.0
599,848.0,4280.0,7.0
347,851.0,4775.0,4.0
457,854.0,4323.0,5.0
563,858.0,4286.0,6.0
621,859.0,4325.0,7.0
523,860.0,4391.0,6.0
532,863.0,4477.0,6.0
213,868.0,4242.0,3.0
624,884.0,4477.0,7.0
670,889.0,4544.0,7.0
630,904.0,4929.0,7.0
644,907.0,4571.0,7.0
632,908.0,4401.0,7.0
450,917.0,4663.0,5.0
208,922.0,4854.0,3.0
652,930.0,4792.0,7.0
514,934.0,4484.0,6.0
331,934.0,4916.0,4.0
653,937.0,4764.0,7.0
121,946.0,5123.0,2.0
310,947.0,5227.0,4.0
407,949.0,4677.0,5.0
520,949.0,4988.0,6.0
439,956.0,4970.0,5.0
614,964.0,4822.0,7.0
660,966.0,4758.0,7.0
569,966.0,5324.0,6.0
236,975.0,5270.0,3.0
417,978.0,5394.0,5.0
365,998.0,5379.0,4.0
480,999.0,5000.0,7.0
619,1021.0,5036.0,7.0
472,1024.0,5035.0,5.0
501,1053.0,5046.0,6.0
382,1060.0,5029.0,5.0
483,1062.0,5848.0,6.0
410,1062.0,5401.0,5.0
277,1063.0,5618.0,4.0
611,1066.0,5857.0,7.0
647,1070.0,5501.0,7.0
600,1078.0,5223.0,7.0
519,1080.0,5461.0,6.0
276,1080.0,5926.0,4.0
550,1084.0,5913.0,6.0
283,1087.0,5671.0,4.0
381,1090.0,5365.0,5.0
412,1097.0,5503.0,5.0
656,1104.0,5552.0,7.0
598,1115.0,5817.0,7.0
623,1115.0,5823.0,7.0
482,1122.0,5833.0,6.0
631,1128.0,5677.0,7.0
639,1144.0,5754.0,7.0
564,1161.0,5793.0,6.0
612,1179.0,6390.0,7.0
618,1180.0,5963.0,7.0
628,1186.0,6113.0,7.0
471,1210.0,6037.0,5.0
506,1215.0,6262.0,6.0
459,1216.0,6275.0,5.0
350,1224.0,6418.0,4.0
587,1261.0,6453.0,7.0
617,1265.0,6910.0,7.0
673,1290.0,6887.0,7.0
635,1292.0,6685.0,7.0
481,1367.0,7350.0,6.0
629,1377.0,6988.0,7.0
574,1453.0,7683.0,6.0
360,1470.0,7671.0,4.0
390,1486.0,7853.0,5.0
