,CH3NO3,CH3OH,O1D,O3,NO2,NO3,N2O5,H2O2,TEMP,NO,NA,CH4,HO2NO2,LMP2,PRESS,LMP1,HSO3,CO,CL,O,HNO3,SO3,SO2,HO2,OH,H2,HONO,H2O,TIME,CH3OOH,SA
57,0.0,0.0,0.0,93747812390.3,31744764375.5,190460646.02,166493282.143,0.0,298.0,601438.668296,43609623965.9,2.11824391773e+11,2.73837081808,0.0,1013.0,1360583548.75,0.0,1.07794082592e+11,0.0,0.0,1.08192083716e+11,0.0,0.0,7.06832515636,0.0147921902874,1.22284145897e+13,1277990272.06,2.46220332744e+17,15892251.84,0.0,0.0
58,0.0,0.0,0.0,93558671810.7,31422430563.4,216009265.444,187059571.476,0.0,298.0,614547.486888,45027450863.6,2.11824391773e+11,1.02720109725,0.0,1013.0,1360583548.78,0.0,1.07794082592e+11,0.0,0.0,1.07029896326e+11,0.0,0.0,2.67625633096,0.00623823656621,1.22284145897e+13,1277990271.92,2.46220332744e+17,15894051.84,0.0,0.0
59,0.0,0.0,0.0,93371798070.7,31099335440.4,233414484.162,200143477.023,0.0,298.0,619238.220986,46456671572.4,2.11824391773e+11,0.355283119955,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,1.0588019302e+11,0.0,0.0,0.934722172311,0.00233752984717,1.22284145897e+13,1277990271.87,2.46220332744e+17,15895851.84,0.0,0.0
60,0.0,0.0,0.0,93187196552.4,30776990037.8,245244079.777,208163361.43,0.0,298.0,619553.115845,47888500617.3,2.11824391773e+11,0.116310643883,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,1.04742839699e+11,0.0,0.0,0.30908405561,0.000810859774242,1.22284145897e+13,1277990271.85,2.46220332744e+17,15897651.84,0.0,0.0
61,0.0,0.0,0.0,93004857246.8,30456405787.8,253249556.797,212755558.535,0.0,298.0,617386.186781,49317033161.3,2.11824391773e+11,0.0366883947843,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,1.03617703701e+11,0.0,0.0,0.0984951480616,0.000267281860065,1.22284145897e+13,1277990271.84,2.46220332744e+17,15899451.84,0.0,0.0
62,0.0,0.0,0.0,92824761401.5,30138255539.6,258627806.028,215028002.663,0.0,298.0,613737.04363,50738313833.1,2.11824391773e+11,0.0112876331669,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,1.02504653789e+11,0.0,0.0,0.0306175475589,8.51620629826e-05,1.22284145897e+13,1277990271.84,2.46220332744e+17,15901251.84,0.0,0.0
63,0.0,0.0,0.0,92646885054.1,29822981834.6,262198141.988,215731867.129,0.0,298.0,609177.905967,52149707685.4,2.11824391773e+11,0.00341576745041,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,1.01403560136e+11,0.0,0.0,0.00936204708553,2.65300610293e-05,1.22284145897e+13,1277990271.84,2.46220332744e+17,15903051.84,0.0,0.0
64,0.0,0.0,0.0,92471201103.7,29510870327.9,264522475.06,215377184.651,0.0,298.0,604054.485545,53549475174.2,2.11824391773e+11,0.00102258709506,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,1.00314294309e+11,0.0,0.0,0.00283216516909,8.14341689727e-06,1.22284145897e+13,1277990271.84,2.46220332744e+17,15904851.84,0.0,0.0
65,0.0,0.0,0.0,92297680595.1,29202099661.9,265986921.916,214310785.174,0.0,298.0,598583.559324,54936484716.9,2.11824391773e+11,0.000304073796617,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,99236729255.1,0.0,0.0,0.000851030026011,2.475981308e-06,1.22284145897e+13,1277990271.84,2.46220332744e+17,15906651.84,0.0,0.0
66,0.0,0.0,0.0,92126293540.3,28896775430.1,266857316.722,212768875.146,0.0,298.0,592904.607143,56310018022.1,2.11824391773e+11,9.00599311328e-05,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,98170739285.9,0.0,0.0,0.000254712870559,7.48408914779e-07,1.22284145897e+13,1277990271.84,2.46220332744e+17,15908451.84,0.0,0.0
67,0.0,0.0,0.0,91957009454.4,28594953358.8,267317035.774,210912552.028,0.0,298.0,587108.985614,57669638039.0,2.11824391773e+11,2.66194054347e-05,0.0,1013.0,1360583548.79,0.0,1.07794082591e+11,0.0,0.0,97116200063.1,0.0,0.0,7.60803684008e-05,2.25461661041e-07,1.22284145897e+13,1277990271.84,2.46220332744e+17,15910251.84,0.0,0.0
68,0.0,0.0,0.000242943150996,96215741911.7,25273882956.4,806242.520279,572699.266434,0.0,298.0,3908408697.6,58804951784.4,2.11824000104e+11,324685.296651,0.0,1013.0,1360975218.55,0.0,1.07786936041e+11,0.0,155.710101197,96144881863.7,0.0,0.0,1057675.85442,311239.187158,1.2228390815e+13,1214109353.13,2.46220332744e+17,15912051.84,0.0,0.0
69,0.0,0.0,0.000672106995654,1.00749128522e+11,20625782523.3,325436.964883,187249.630864,0.0,298.0,8516061531.71,59839094678.1,2.11822811021e+11,271249.142775,0.0,1013.0,1362164300.75,0.0,1.07765242432e+11,0.0,339.431906274,95294202818.6,0.0,0.0,1085882.81031,696752.492304,1.22283186369e+13,1072398244.4,2.46220332744e+17,15913851.84,0.0,0.0
70,0.0,0.0,0.0016214013948,1.04987995059e+11,16214072064.9,197400.831596,88970.668704,0.0,298.0,12797058228.6,60864367711.6,2.11820440882e+11,265642.106599,0.0,1013.0,1364534439.6,0.0,1.07722014294e+11,0.0,545.705846294,94554963885.6,0.0,0.0,1354280.81092,1302357.76111,1.22281747678e+13,917408106.661,2.46220332744e+17,15915651.84,0.0,0.0
71,0.0,0.0,0.00345994765131,1.08349850889e+11,12620661744.1,159467.845031,55745.0865949,0.0,298.0,16058945136.3,61882174802.8,2.11816140975e+11,296075.870879,0.0,1013.0,1368834347.38,0.0,1.07643632797e+11,0.0,724.797452614,93930056027.2,0.0,0.0,1941851.58247,2340133.87234,1.22279137606e+13,856106237.306,2.46220332744e+17,15917451.84,0.0,0.0
72,0.0,0.0,0.00662642920179,1.10669832552e+11,10013258345.1,171207.028771,47307.8088594,0.0,298.0,17978629577.3,62893972814.0,2.11808334829e+11,384702.734975,0.0,1013.0,1376640493.19,0.0,1.07501478994e+11,0.0,860.178922831,93457897425.6,0.0,0.0,3184479.76245,4297159.28503,1.22274399232e+13,1004102294.18,2.46220332744e+17,15919251.84,0.0,0.0
73,0.0,0.0,0.0114517943877,1.12280784441e+11,8134704188.91,232235.743637,52000.2345155,0.0,298.0,18664174709.9,63901849845.9,2.11793921607e+11,552809.342847,0.0,1013.0,1391053715.04,0.0,1.07239486442e+11,0.0,955.26570054,93219846475.9,0.0,0.0,5636863.95327,7911902.3015,1.2226565035e+13,1427046715.48,2.46220332744e+17,15921051.84,0.0,0.0
74,0.0,0.0,0.0180753634743,1.13680595933e+11,6736509198.73,355561.685847,65863.4159759,0.0,298.0,18319759767.2,64908832304.6,2.1176800747e+11,812580.454093,0.0,1013.0,1416967852.45,0.0,1.06769999391e+11,0.0,1018.70666753,93301403414.3,0.0,0.0,10007765.7531,13848125.7705,1.22249920444e+13,2080706427.78,2.46220332744e+17,15922851.84,0.0,0.0
75,0.0,0.0,0.0264867539186,1.15436241741e+11,5685767303.44,555266.872918,86805.5965241,0.0,298.0,17205072762.1,65918653389.5,2.1172464184e+11,1164801.32147,0.0,1013.0,1460333482.46,0.0,1.05988809104e+11,0.0,1062.97291984,93741690106.0,0.0,0.0,16998823.4334,22256396.3689,1.22223597688e+13,2795433741.25,2.46220332744e+17,15924651.84,0.0,0.0
76,0.0,0.0,0.0366128659711,1.18091482264e+11,4905245400.74,840443.424744,113376.710436,0.0,298.0,15621134247.3,66935106671.2,2.1165829428e+11,1607060.97918,0.0,1013.0,1526681042.12,0.0,1.04804363749e+11,0.0,1100.28803203,94514285964.3,0.0,0.0,27190886.64,32685419.047,1.22183325533e+13,3370064440.18,2.46220332744e+17,15926451.84,0.0,0.0
77,0.0,0.0,0.0483743786026,1.22020083629e+11,4324843735.73,1221467.14051,145312.810188,0.0,298.0,13805653670.0,67961449574.5,2.11564797592e+11,2151844.10483,0.0,1013.0,1620177730.53,0.0,1.03157066232e+11,0.0,1138.49080669,95553045723.8,0.0,0.0,41311222.213,44580431.838,1.22126575293e+13,3699854340.62,2.46220332744e+17,15928251.84,0.0,0.0
78,0.0,0.0,0.0616146511363,1.27372815277e+11,3877486280.0,1717568.51702,183239.001762,0.0,298.0,11897212739.5,69000165365.9,2.11441052813e+11,2829407.56754,0.0,1013.0,1743922509.03,0.0,1.01015490617e+11,0.0,1180.19075335,96783639363.9,0.0,0.0,60617329.1421,57607157.1765,1.22051467175e+13,3785093778.18,2.46220332744e+17,15930051.84,0.0,0.0
79,0.0,0.0,0.0759050680731,1.34078433793e+11,3510586020.36,2345536.10644,226612.981502,0.0,298.0,9997049832.82,70052899363.1,2.11284883444e+11,3660267.95011,0.0,1013.0,1900091877.98,0.0,98374382806.4,0.0,1224.32691608,98122425000.4,0.0,0.0,86662436.0396,71303705.7289,1.21956681861e+13,3659091734.98,2.46220332744e+17,15931851.84,0.0,0.0
80,0.0,0.0,0.090811194659,1.41819567618e+11,3185394413.92,3103142.90045,272155.894714,0.0,298.0,8208309528.75,71120262661.8,2.11095548206e+11,4626407.88051,0.0,1013.0,2089427116.5,0.0,95262312434.8,0.0,1268.43909676,99459759366.5,0.0,0.0,120775589.649,84950975.2581,1.21841771717e+13,3366511147.99,2.46220332744e+17,15933651.84,0.0,0.0
81,0.0,0.0,0.105430760833,1.50020391098e+11,2881190577.12,3935813.85485,312427.267993,0.0,298.0,6635517215.25,72201495114.0,2.10874672509e+11,5627330.10044,0.0,1013.0,2310302812.91,0.0,91752668747.8,0.0,1308.75801288,1.00653151503e+11,0.0,0.0,162451117.153,97272417.9427,1.21707725943e+13,2966968574.05,2.46220332744e+17,15935451.84,0.0,0.0
82,0.0,0.0,0.118409710321,1.57941911128e+11,2597409360.69,4732479.23001,338909.657083,0.0,298.0,5357942916.46,73294193519.6,2.10627319001e+11,6497033.15142,0.0,1013.0,2557656320.67,0.0,87971446465.4,0.0,1341.4793502,1.01551008456e+11,0.0,0.0,208048452.94,106858560.714,1.21557619807e+13,2536049397.67,2.46220332744e+17,15937251.84,0.0,0.0
83,0.0,0.0,0.12841319272,1.64940091582e+11,2347459558.57,5378189.16739,348293.078693,0.0,298.0,4396830853.43,74394524100.2,2.10361266638e+11,7104974.97078,0.0,1013.0,2823708684.13,0.0,84073499730.2,0.0,1364.49272115,1.0205194981e+11,0.0,0.0,251709191.717,112970966.981,1.21396176425e+13,2144566909.57,2.46220332744e+17,15939051.84,0.0,0.0
84,0.0,0.0,0.134499315965,1.70703307321e+11,2144470263.71,5810045.8785,343860.564306,0.0,298.0,3717198412.0,75498030986.8,2.100849589e+11,7426928.6479,0.0,1013.0,3100016421.99,0.0,80203155681.1,0.0,1377.85876124,1.02144044751e+11,0.0,0.0,287962584.04,115728123.275,1.21228521099e+13,1830841872.36,2.46220332744e+17,15940851.84,0.0,0.0
85,0.0,0.0,0.136263584481,1.75280396037e+11,1991787241.53,6025452.16272,331297.820133,0.0,298.0,3255057731.54,76600568831.5,2.09805892123e+11,7519184.28011,0.0,1013.0,3379083199.09,0.0,76470171399.1,0.0,1382.57211323,1.01888979264e+11,0.0,0.0,313813285.558,115645732.899,1.21059203192e+13,1597910680.62,2.46220332744e+17,15942651.84,0.0,0.0
86,0.0,0.0,0.133755187111,1.7894310056e+11,1883599658.96,6052834.17955,314767.150787,0.0,298.0,2944642182.65,77698864953.4,2.09530338749e+11,7453464.22891,0.0,1013.0,3654636572.56,0.0,72950158979.5,0.0,1379.49769212,1.01378042213e+11,0.0,0.0,328843113.13,113178278.436,1.20892028343e+13,1429226140.57,2.46220332744e+17,15944451.84,0.0,0.0
87,0.0,0.0,0.12734023368,1.82026509688e+11,1810000942.63,5928284.27104,296275.480547,0.0,298.0,2732389776.76,78790632990.4,2.09263587361e+11,7283012.4947,0.0,1013.0,3921387961.1,0.0,69692895055.7,0.0,1369.1537616,1.00697738643e+11,0.0,0.0,334273328.474,108650855.158,1.20730204331e+13,1303944780.72,2.46220332744e+17,15946251.84,0.0,0.0
88,0.0,0.0,0.11761327597,1.84829695762e+11,1761517990.99,5682796.06645,276423.336951,0.0,298.0,2579902869.08,79874422692.6,2.09010274988e+11,7036876.20355,0.0,1013.0,4174700334.38,0.0,66730868469.7,0.0,1351.8192112,99915056958.2,0.0,0.0,331729636.854,102290250.889,1.2057654289e+13,1204337951.86,2.46220332744e+17,15948051.84,0.0,0.0
89,0.0,0.0,0.105335089148,1.87570563011e+11,1731362547.44,5343114.3727,255488.542602,0.0,298.0,2460624621.87,80949395244.7,2.08774467627e+11,6732431.15431,0.0,1013.0,4410507695.35,0.0,64083750646.0,0.0,1327.03431172,99076695193.2,0.0,0.0,322742221.711,94330264.3943,1.20433508754e+13,1117846851.84,2.46220332744e+17,15949851.84,0.0,0.0
90,0.0,0.0,0.0911503416814,1.90375526419e+11,1715589189.89,4927735.22305,233505.533535,0.0,298.0,2356474899.66,82015126646.0,2.08559689331e+11,6374974.94131,0.0,1013.0,4625285990.97,0.0,61761728925.2,0.0,1293.3359992,98213516079.8,0.0,0.0,308236474.336,84940031.2007,1.20303237497e+13,1036034445.0,2.46220332744e+17,15951651.84,0.0,0.0
91,0.0,0.0,0.0756525685235,1.9329239778e+11,1712635280.2,4445501.38162,210338.809548,0.0,298.0,2255632262.83,83071460233.5,2.08369195191e+11,5959342.89758,0.0,1013.0,4815780130.89,0.0,59770849411.7,0.0,1248.75488606,97344820268.3,0.0,0.0,288439314.044,74241556.1836,1.20187701287e+13,953137414.869,2.46220332744e+17,15953451.84,0.0,0.0
92,0.0,0.0,0.0599065639362,1.96288595224e+11,1722643120.63,3918491.6324,186525.603263,0.0,298.0,2149506110.41,84118400457.7,2.08205485677e+11,5489609.32158,0.0,1013.0,4979489645.0,0.0,58109861295.9,0.0,1191.72944767,96481550965.5,0.0,0.0,263964616.776,62731297.996,1.2008841451e+13,866629175.194,2.46220332744e+17,15955251.84,0.0,0.0
93,0.0,0.0,0.0448481004704,1.99256883787e+11,1748470007.26,3364323.15403,162583.285351,0.0,298.0,2030811397.82,85156036967.6,2.08069901585e+11,4968148.08001,0.0,1013.0,5115073737.24,0.0,56768279591.6,0.0,1119.80541966,95628725944.6,0.0,0.0,235173179.441,50855740.7074,1.20006188321e+13,775809026.441,2.46220332744e+17,15957051.84,0.0,0.0
94,0.0,0.0,0.0313819493285,2.02035266119e+11,1796072347.62,2804533.12947,139247.135052,0.0,298.0,1892274623.02,86184489474.9,2.07962614917e+11,4402233.35791,0.0,1013.0,5222360405.45,0.0,55728081521.1,0.0,1030.14271606,94786895146.4,0.0,0.0,202698078.554,39173666.8841,1.19941125313e+13,681294128.891,2.46220332744e+17,15958851.84,0.0,0.0
95,0.0,0.0,0.0202714396588,2.04433879774e+11,1875705972.19,2266567.84177,117544.096768,0.0,298.0,1724604594.86,87203863929.4,2.07882377922e+11,3810969.74741,0.0,1013.0,5302597399.8,0.0,54962277747.5,0.0,919.773190371,93952784962.6,0.0,0.0,167892440.119,28316566.3683,1.19892467459e+13,585238896.741,2.46220332744e+17,15960651.84,0.0,0.0
96,0.0,0.0,0.0,1.13014763399e+11,1.91318073705e+11,0.0,0.0,0.0,298.0,2.24224436295e+11,0.0,40158265428.2,0.0,0.0,1013.0,0.0,0.0,15146290550.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23110166372e+13,0.0,2.46220332744e+17,0.0,0.0,0.0
97,0.0,0.0,0.0,1771615050.83,3.02560236303e+11,6445.05609827,56179.4354074,0.0,298.0,1.12981639158e+11,515735.371977,40158265428.2,0.0,0.0,1013.0,0.0,0.0,15146290550.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23110166372e+13,0.0,2.46220332744e+17,15817812.48,0.0,0.0
98,0.0,0.0,0.0,54081714.1085,3.04277910029e+11,200.954794688,1762.57153274,0.0,298.0,1.11264057804e+11,538439.908264,40158265428.2,0.0,0.0,1013.0,0.0,0.0,15146290550.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23110166372e+13,0.0,2.46220332744e+17,15819612.48,0.0,0.0
99,0.0,0.0,0.0,1675449.25153,3.04330320705e+11,6.22961251497,54.650143629,0.0,298.0,1.11211650031e+11,539148.01973,40158265428.2,0.0,0.0,1013.0,0.0,0.0,15146290550.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23110166372e+13,0.0,2.46220332744e+17,15821412.48,0.0,0.0
100,0.0,0.0,0.0,51927.2482671,3.04331944364e+11,0.193078447419,1.6938174737,0.0,298.0,1.11210026462e+11,539169.971462,40158265428.2,0.0,0.0,1013.0,0.0,0.0,15146290550.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23110166372e+13,0.0,2.46220332744e+17,15823212.48,0.0,0.0
101,0.0,0.0,3.79480761327e-05,21998896396.7,2.82325699095e+11,62907.7659171,483565.437968,0.0,298.0,1.3321351324e+11,735250.591966,40158265332.2,250.780491211,0.0,1013.0,96.0273184272,0.0,15146289252.0,0.0,949.999598733,1068605.74291,0.0,0.0,75.0188209538,979.954932342,1.23110166063e+13,463519.133993,2.46220332744e+17,15825012.48,0.0,0.0
102,0.0,0.0,0.000255185198359,52272142259.2,2.52007717939e+11,108436.540136,752510.872097,0.0,298.0,1.63506647782e+11,1739676.86794,40158263843.8,1311.85629333,0.0,1013.0,1584.38852866,0.0,15146269123.5,0.0,2283.61685763,16127451.6063,0.0,0.0,435.273813826,6788.14108843,1.23110161265e+13,8662379.8249,2.46220332744e+17,15826812.48,0.0,0.0
103,0.0,0.0,0.000960583044803,81638111363.1,2.22497918701e+11,126181.086474,775134.831506,0.0,298.0,1.92911591563e+11,3301426.24573,40158256904.0,4044.22715944,0.0,1013.0,8524.28252869,0.0,15146175269.3,0.0,4057.88610241,78487000.5307,0.0,0.0,1516.29634183,27226.6905424,1.23110138895e+13,49530814.4377,2.46220332744e+17,15828612.48,0.0,0.0
104,0.0,0.0,0.00273233257781,1.08384191869e+11,1.95361145931e+11,128693.613198,694887.954242,0.0,298.0,2.19720319606e+11,6065088.19615,40158233001.1,10093.9425756,0.0,1013.0,32427.1437255,0.0,15145852014.5,0.0,6061.33033388,267443289.968,0.0,0.0,4303.05051664,86141.5041305,1.23110061845e+13,186007521.676,2.46220332744e+17,15830412.48,0.0,0.0
105,0.0,0.0,0.00635625709526,1.30159039535e+11,1.7266127546e+11,123926.139094,591566.58654,0.0,298.0,2.41594917473e+11,12088288.1252,40158164581.7,22121.3626558,0.0,1013.0,100846.569243,0.0,15144926768.8,0.0,7960.06834923,743538841.921,0.0,0.0,10657.3017428,230652.402003,1.231098413e+13,529360755.253,2.46220332744e+17,15832212.48,0.0,0.0
106,0.0,0.0,0.0125638448141,1.46288762657e+11,1.54603204745e+11,116630.040596,498523.156742,0.0,298.0,2.57911227656e+11,25851733.3699,40157996552.7,43376.4891769,0.0,1013.0,268875.565411,0.0,15142654721.6,0.0,9541.34810373,1784018684.81,0.0,0.0,23314.066971,532072.460949,1.2310929967e+13,1217050128.73,2.46220332744e+17,15834012.48,0.0,0.0
107,0.0,0.0,0.0217028826772,1.57455520364e+11,1.39881374424e+11,108617.967015,420069.175567,0.0,298.0,2.69461880964e+11,55504157.0157,40157638081.8,76287.3014148,0.0,1013.0,627346.473332,0.0,15137808672.8,0.0,10739.3335247,3781491034.61,0.0,0.0,45273.0819129,1070385.18252,1.23108144163e+13,2361234376.81,2.46220332744e+17,15835812.48,0.0,0.0
108,0.0,0.0,0.0334992516913,1.64240769781e+11,1.27256473149e+11,100347.951619,353081.774719,0.0,298.0,2.76995491009e+11,113799091.623,40156964902.9,120920.364577,0.0,1013.0,1300525.29536,0.0,15128712266.1,0.0,11536.6444424,7180111733.65,0.0,0.0,78813.5095509,1905794.39675,1.23105974219e+13,3995707584.56,2.46220332744e+17,15837612.48,0.0,0.0
109,0.0,0.0,0.0470371211041,1.67057967998e+11,1.15807578257e+11,91935.958779,294418.007695,0.0,298.0,2.81108206893e+11,218043502.996,40155834736.6,174179.517594,0.0,1013.0,2430691.62919,0.0,15113452710.2,0.0,11936.5869001,12357633897.8,0.0,0.0,124655.077513,3052891.78596,1.23102331211e+13,6050192498.05,2.46220332744e+17,15839412.48,0.0,0.0
110,0.0,0.0,0.0609401872489,1.66268183924e+11,1.04995900054e+11,83603.2251683,242769.917766,0.0,298.0,2.8229619269e+11,388673571.092,40154111606.7,230225.805942,0.0,1013.0,4153821.52357,0.0,15090215727.1,0.0,11961.2219988,19497461730.6,0.0,0.0,181623.767249,4469898.66679,1.2309677684e+13,8363482585.03,2.46220332744e+17,15841212.48,0.0,0.0
111,0.0,0.0,0.073736023408,1.62325090051e+11,94608158382.5,75767.7729126,198268.831454,0.0,298.0,2.81045897989e+11,646671676.455,40151690111.8,282195.428703,0.0,1013.0,6575316.467,0.0,15057619745.4,0.0,11657.9244146,28511435331.8,0.0,0.0,246909.40686,6068412.62027,1.23088971365e+13,10729592118.8,2.46220332744e+17,15843012.48,0.0,0.0
112,0.0,0.0,0.0839654064124,1.55797372962e+11,84710494470.1,68956.9367914,161561.080265,0.0,298.0,2.77840889745e+11,1010573503.97,40148515261.4,323599.199691,0.0,1013.0,9750166.87763,0.0,15014986456.3,0.0,11093.967889,39040121906.1,0.0,0.0,316084.128928,7719111.36677,1.23078737553e+13,12939714696.7,2.46220332744e+17,15844812.48,0.0,0.0
113,0.0,0.0,0.0908771863812,1.47427619428e+11,75452511213.0,63576.316405,132656.744089,0.0,298.0,2.73240311303e+11,1493871943.41,40144594124.2,350712.324461,0.0,1013.0,13671304.0437,0.0,14962493638.0,0.0,10355.5753834,50529817163.6,0.0,0.0,384436.47747,9293257.21306,1.23066098217e+13,14825318774.4,2.46220332744e+17,15846612.48,0.0,0.0
114,0.0,0.0,0.0943203255554,1.37983827358e+11,66986835238.6,59787.6671383,110726.489765,0.0,298.0,2.67776878649e+11,2103675585.66,40139986004.1,362866.453838,0.0,1013.0,18279424.1485,0.0,14901032079.7,0.0,9528.46887884,62375032650.2,0.0,0.0,447906.716573,10690114.4568,1.23051244552e+13,16299443769.6,2.46220332744e+17,15848412.48,0.0,0.0
