index,APINENE,BENZAL,BENZENE,BUT1ENE,BUT2CHO,C2H2,C2H4,C2H5OH,C2H6,C3H6,C3H7CHO,C3H8,C3ME3CHO,C4H6,C4H9CHO,C5H11CHO,C5H8,CH2CL2,CH3CHO,CH3COCH3,CH3O2,CH3OH,CH4,CO,CYHEXONE,EBENZ,ETHACET,HCHO,HEX2ONE,HNO3,HO2,HONO,IC4H10,IC5H12,IPRCHO,LIMONENE,MACR,MEK,MEPROPENE,METHTOL,MPRK,MVK,NC10H22,NC11H24,NC12H26,NC4H10,NC5H12,NC6H14,NC7H16,NC8H18,NC9H20,NO,NO2,NPROPOL,O3,OETHTOL,OH,OXYL,PAN,PBENZ,PETHTOL,PXYL+MXYL,STYRENE,TM123B,TM124B,TM135B,TOLUENE,TRICLETH
11,1.3760071428571421e-10,1.4806336633663356e-11,1.2922572656885206e-10,3.414179137761956e-11,2.2238738738738756e-11,3.4883852658691974e-10,6.502734164401953e-10,4.0378515429633194e-09,2.4826510636341424e-09,1.9985833165775367e-10,1.4494821428571428e-11,1.4797207073554657e-09,2.8989374999999986e-11,3.2400141673142325e-11,2.3862454545454545e-11,1.850682242990654e-11,1.9205763489512737e-10,3.2499821428571424e-11,4.10493816826666e-09,2.764335574126542e-09,37622603.800000004,3.2956055763178234e-09,1.805255183413079e-06,2.1457111755555551e-07,1.6014018691588783e-11,7.835487317874027e-11,4.836133928571426e-11,1.0800508148893366e-08,3.821375000000003e-11,6.372945137546359e-10,8607873.327777777,4.189642255940865e-10,6.716135507283909e-10,8.348596800484569e-10,4.954008928571426e-11,5.182973214285713e-11,2.4136003774286703e-11,6.66397321428572e-11,5.077820568249883e-11,1.7218019801980197e-11,2.983392857142857e-11,2.2412959826110467e-10,1.076591071428572e-10,1.660167857142858e-10,2.5179562499999995e-10,1.3682974528876209e-09,3.383117978352058e-10,8.195146134879387e-11,6.668598253871733e-11,2.0814763155895693e-11,1.2500705357142853e-10,3.488590226185638e-09,1.0717186806741048e-08,2.8049715992362246e-10,3.449698879558129e-08,1.1947789473684215e-11,1198563.370860215,6.216997666436434e-11,1.6511545138888884e-10,1.1918446601941743e-11,8.912500000000005e-12,1.0034281898155061e-10,2.374017857142858e-11,7.342682926829267e-12,2.864722772277226e-11,1.3899690721649481e-11,4.1207128854491973e-10,9.968125000000009e-12
12,1.4303464285714277e-10,1.0722352941176475e-11,1.1801036247402743e-10,3.362343219647775e-11,2.5042500000000013e-11,3.2707872070482577e-10,5.595862016692279e-10,3.6187130035306595e-09,2.351850440287186e-09,1.8692383226033543e-10,1.4726666666666672e-11,1.2730403589857119e-09,2.973027272727272e-11,2.495471206870273e-11,2.443953703703705e-11,2.0995576923076912e-11,1.954208263463975e-10,3.045241071428573e-11,4.056820775695688e-09,2.809927973131252e-09,33545956.50531915,3.175344615377019e-09,1.7870773524720898e-06,2.0721463952546296e-07,1.7577373737373744e-11,6.761793185801848e-11,4.95730909090909e-11,1.006714145034259e-08,3.910372727272731e-11,7.49885849927118e-10,9483876.441489361,3.79540272876486e-10,5.89584805875634e-10,7.345523816746588e-10,5.3085535714285706e-11,5.6439196428571396e-11,2.9292805296821834e-11,7.124910714285716e-11,4.781121966094158e-11,1.6248446601941742e-11,3.239473214285713e-11,2.3828465471363435e-10,1.0200133928571428e-10,1.555575e-10,2.3856375000000006e-10,1.2381785312520454e-09,2.924056202516792e-10,6.981606825365725e-11,5.939617602297591e-11,2.0133968254838674e-11,1.1843741071428568e-10,2.766185451923838e-09,8.324438946036686e-09,3.1767316617159627e-10,3.855316512494637e-08,7.228453608247425e-12,1301399.3913978494,5.6392642044639666e-11,2.537976950354611e-10,8.46740384615385e-12,1.1024400000000005e-11,8.6106964259957e-11,2.2243392857142854e-11,5.7718390804597726e-12,2.97838613861386e-11,8.073300000000001e-12,3.583503857176776e-10,9.34e-12
13,1.3963999999999987e-10,1.1624653465346542e-11,1.1259384402505017e-10,3.3037711589255215e-11,2.8720090909090918e-11,3.010903260396911e-10,5.03720275175327e-10,3.235518404030213e-09,2.1399664685439903e-09,1.7867808178104722e-10,1.738209090909091e-11,1.05899909169489e-09,3.478354545454545e-11,1.8556651766416717e-11,2.9921727272727284e-11,2.3473269230769226e-11,2.0856352416134382e-10,2.984285714285713e-11,3.6965614476925606e-09,2.8473403031947017e-09,37140881.66847826,3.081649266596425e-09,1.7672268907563006e-06,1.9921143671643528e-07,2.1019907407407416e-11,5.861041819747155e-11,5.784245454545455e-11,1.119833203007519e-08,4.5167090909090904e-11,9.086811679553952e-10,12442776.542934783,3.276010733006381e-10,4.83611330528516e-10,6.740999827512818e-10,5.995839285714287e-11,6.537348214285713e-11,3.113720145512339e-11,8.018312500000002e-11,4.4878780158008833e-11,1.384858585858585e-11,3.735785714285713e-11,2.424635994074157e-10,9.592098214285713e-11,1.5244339285714268e-10,2.2434312500000004e-10,1.0037102491446867e-09,2.6057063287607134e-10,5.968032950258133e-11,6.122021985748293e-11,1.815979947040194e-11,1.1137767857142864e-10,2.2025844575263036e-09,7.330441193773976e-09,3.114976947628752e-10,4.146618041023167e-08,8.239888888888892e-12,1426421.594527174,4.7445731516798096e-11,3.224886597938145e-10,9.777676767676771e-12,9.197448979591844e-12,7.293457808553844e-11,2.1799285714285713e-11,5.84175e-12,2.731789999999999e-11,1.0391632653061226e-11,3.094005103883211e-10,9.152678571428578e-12
14,1.4247715517241373e-10,1.109408602150538e-11,1.09784656611799e-10,3.2445369879807346e-11,2.978413793103449e-11,3.064634064823383e-10,4.986411698042626e-10,2.73114595807978e-09,1.9232600226445567e-09,1.6851744882012931e-10,1.922974137931035e-11,9.550173032270082e-10,3.8457155172413786e-11,2.873814393191694e-11,3.2860086206896575e-11,2.554639639639639e-11,1.961378462745032e-10,3.165500000000002e-11,3.751922601559515e-09,2.828798465479462e-09,36607828.93915662,2.9956007229233437e-09,1.7514312819666716e-06,1.969806150740741e-07,2.305250000000002e-11,6.094383830606365e-11,6.385370689655171e-11,1.103360484949833e-08,4.957491379310346e-11,1.1253188243322953e-09,14648125.86904762,3.156773438416819e-10,4.398561543519042e-10,6.209763231550256e-10,6.265017241379314e-11,6.887206896551725e-11,3.500460746119441e-11,8.368163793103448e-11,4.434872443093316e-11,1.0640761904761901e-11,3.9301465517241364e-11,2.2078092788010783e-10,9.523517241379306e-11,1.6169827586206893e-10,2.227395689655174e-10,8.907980331577715e-10,2.446863819857402e-10,6.034311697237804e-11,5.2664293836776113e-11,1.771293777749285e-11,1.1058163793103451e-10,1.8442125980437e-09,7.2340853448807375e-09,2.5176484901981353e-10,4.2835701166344884e-08,6.850217391304349e-12,1408657.6595238098,4.9201400093646974e-11,3.4177116666666685e-10,8.580612244897959e-12,1.1832448979591838e-11,7.814465756899285e-11,2.312215517241379e-11,4.890810810810811e-12,1.971683673469387e-11,8.258478260869573e-12,3.0159603111171644e-10,9.708620689655176e-12
15,1.4486836206896563e-10,1.0283820224719101e-11,1.0827442909731398e-10,3.1788180867138803e-11,2.936413793103448e-11,2.6719269740389335e-10,4.6344450207147433e-10,2.622004413829831e-09,1.918117685609141e-09,1.6921799942840258e-10,1.8973017241379316e-11,8.579677019643619e-10,3.794413793103449e-11,2.701909214251269e-11,3.2449482758620684e-11,2.8036724137931026e-11,2.0678720912583925e-10,3.124448275862069e-11,3.637139552896292e-09,2.7643472543025417e-09,39273878.33510639,2.897945107409028e-09,1.7408760930539527e-06,1.962459360462963e-07,2.352651785714286e-11,5.613187616459383e-11,6.301370689655173e-11,1.0699648550724633e-08,4.895905172413791e-11,1.1798537626984129e-09,15385811.30319149,3.1641986136578404e-10,3.942605819125338e-10,6.272836381487544e-10,6.193922413793106e-11,6.79486206896552e-11,3.4615356752247336e-11,8.275801724137922e-11,4.359440595087625e-11,1.0399009900990107e-11,3.878836206896552e-11,1.9483650709223617e-10,9.441965517241375e-11,1.59603275862069e-10,2.2083172413793122e-10,8.251279308858755e-10,2.4365200543373274e-10,5.880626265543948e-11,4.9299917669348746e-11,1.7184769655602663e-11,1.0963431034482762e-10,1.6319513075774907e-09,7.172147542270001e-09,2.2392029690195666e-10,4.3340579863792386e-08,7.264329896907217e-12,1132587.8129032264,4.3529328278779994e-11,3.168443262411349e-10,8.385533980582526e-12,1.2006213592233008e-11,7.254655237837496e-11,2.2823017241379315e-11,5.082714285714285e-12,1.844525773195875e-11,9.621827956989248e-12,2.9272079427248883e-10,9.582413793103453e-12
16,1.2921939655172413e-10,1.154296703296702e-11,1.1247641506408701e-10,2.9359300024550015e-11,3.1967068965517246e-11,2.679520757562389e-10,4.584685112965208e-10,2.7316968070581607e-09,1.9850979240653875e-09,1.6196730063277453e-10,2.0562844827586198e-11,8.616382187643934e-10,4.112577586206897e-11,1.7896353728102504e-11,3.383868421052632e-11,2.9395701754385975e-11,1.8926872845625918e-10,3.202706896551724e-11,3.3999187989100378e-09,2.6085804271449867e-09,39097964.49468085,2.793356139420153e-09,1.7419608975416616e-06,2.0311195995717604e-07,2.5954504504504513e-11,5.33251121933745e-11,6.822077586206896e-11,1.0745080298010813e-08,5.277749999999998e-11,1.1272007593671312e-09,13164220.931914894,3.015336219951666e-10,3.98249035066922e-10,5.847634573645206e-10,6.634551724137929e-11,7.367663793103451e-11,3.5365138022814276e-11,8.848629310344826e-11,4.401058166401108e-11,1.0465858585858594e-11,4.197008620689656e-11,1.904678514742369e-10,9.731749999999995e-11,1.636007758620689e-10,2.2761086206896556e-10,8.439914372521981e-10,2.3759936640168965e-10,6.330458343704042e-11,4.668731014034787e-11,1.7223886589573363e-11,1.1299991379310348e-10,1.3866398878451058e-09,7.699409856931483e-09,2.133178579927601e-10,4.244888418597168e-08,6.929255319148941e-12,1162229.4027717395,4.1560221404445315e-11,2.6677105263157883e-10,9.186990291262136e-12,1.2800297029702956e-11,7.063211568834048e-11,2.3394568965517225e-11,6.1732352941176446e-12,1.5697419354838706e-11,1.1494545454545458e-11,3.110460320288973e-10,9.822586206896555e-12
17,1.281993965517241e-10,1.1572291666666657e-11,1.2128903679567006e-10,2.8552794714048052e-11,3.5342155172413805e-11,2.9252338958570793e-10,4.833484651712894e-10,2.97627375345946e-09,2.1372124089968434e-09,1.636661358578371e-10,2.2625603448275875e-11,9.778675529774136e-10,4.524974137931035e-11,2.4791879950581356e-11,3.719543859649123e-11,3.268008771929826e-11,1.723078060511468e-10,3.1791379310344836e-11,3.3910129002962195e-09,2.468885522165658e-09,38959299.402173914,2.9947504061104245e-09,1.7452029368091078e-06,2.1240565498958342e-07,2.7820695652173927e-11,5.778933813763698e-11,7.496999999999999e-11,9.74981875e-09,5.772637931034487e-11,1.0526604655615786e-09,11606922.047282608,3.2226554521840807e-10,4.2547917205120147e-10,6.112108239994337e-10,7.205551724137937e-11,8.109913793103449e-11,3.881270497135274e-11,9.590879310344827e-11,4.7170915985628896e-11,1.3608039215686271e-11,4.609517241379308e-11,1.7348694397334856e-10,9.70117241379311e-11,1.6239594827586206e-10,2.2689568965517233e-10,9.044622295548299e-10,2.619123360498627e-10,6.921888235334875e-11,4.6443770943172765e-11,1.6917562413229474e-11,1.1264482758620698e-10,1.1677430820545392e-09,9.311242225853567e-09,2.0348650554968665e-10,3.988267255469756e-08,6.880449438202252e-12,869424.8931789475,4.567068167602026e-11,2.2038164794007494e-10,8.196792452830185e-12,1.4327549019607836e-11,7.75744434589874e-11,2.3221637931034495e-11,5.1396052631578936e-12,1.8032989690721662e-11,8.384329896907218e-12,3.326972981636752e-10,9.749827586206902e-12
18,1.0814620689655172e-10,8.757070707070706e-12,1.302793323524868e-10,2.886032904715513e-11,3.047756521739132e-11,3.2601739905523807e-10,5.330302159976602e-10,3.539498472221742e-09,2.4784246512760767e-09,1.74156881216729e-10,1.965191304347827e-11,1.1654965509734477e-09,3.9304608695652174e-11,2.5555942966158252e-11,3.353782608695651e-11,2.910234782608698e-11,1.5878144255515667e-10,3.3590431034482776e-11,3.612409123687671e-09,2.317487080832704e-09,23203196.90284091,3.128371152361879e-09,1.7586908100973426e-06,2.2220963574768517e-07,2.3617826086956532e-11,6.537162270890006e-11,6.524043478260869e-11,8.94244823348694e-09,5.059226086956526e-11,1.2019776159781575e-09,7935026.130681819,3.5419791401768574e-10,5.265023177291325e-10,6.090533299999423e-10,6.52037931034483e-11,7.219275862068967e-11,3.288540082298827e-11,8.700267241379311e-11,5.096851936798445e-11,1.2974587155963307e-11,4.015017391304349e-11,1.5664423847403526e-10,1.0456137931034488e-10,1.7158387931034481e-10,2.445518965517243e-10,1.1039313233510543e-09,2.7254285942593825e-10,7.679091176882676e-11,5.7999192180850606e-11,1.8267923751350324e-11,1.2141000000000005e-10,9.288311703971882e-10,1.1923650442830933e-08,1.9404069633967528e-10,3.5552277075289554e-08,5.444736842105263e-12,401036.40114130435,5.275051332493308e-11,1.6431436781609194e-10,7.2691588785046724e-12,1.2919047619047632e-11,8.957164923763911e-11,2.4535086206896583e-11,3.703604651162791e-12,1.8400980392156873e-11,7.584000000000003e-12,3.6972625585968973e-10,1.0301810344827579e-11
19,1.0355362068965517e-10,1.0336804123711342e-11,1.4662532427397174e-10,3.169425046076034e-11,2.8465833333333345e-11,3.9620565533632543e-10,6.287463945692831e-10,4.905640661872629e-09,2.9288206556608002e-09,1.9867615250629252e-10,1.842157407407406e-11,1.3506863955689305e-09,3.684555555555555e-11,2.9797696591704275e-11,3.157064814814817e-11,2.7177685185185216e-11,1.2533909785237446e-10,3.5594827586206884e-11,3.898870664712198e-09,2.2567268052722967e-09,16583218.610465117,3.124819444443306e-09,1.7729005114667559e-06,2.414874088310185e-07,2.2841538461538465e-11,7.185912542231902e-11,6.12163888888889e-11,9.747541894630193e-09,4.7640555555555586e-11,1.1921329630067571e-09,4726629.938372093,3.9840916810309013e-10,5.888864953067427e-10,6.487656717034976e-10,7.179784482758622e-11,8.076456896551729e-11,3.0821127065923026e-11,9.557456896551724e-11,5.593661694353186e-11,1.8788190476190475e-11,3.768916666666671e-11,1.5722405208782498e-10,1.099784482758621e-10,1.8182198275862046e-10,2.572187068965519e-10,1.2128607090618076e-09,2.950533511220982e-10,7.901848712708594e-11,5.2046683267265024e-11,2.0462134366783978e-11,1.27699224137931e-10,6.204061225567414e-10,1.4080193632577335e-08,1.9783187146478196e-10,3.0952375286357794e-08,6.654591836734691e-12,208420.56931818184,6.00389472704136e-11,1.2136705426356596e-10,9.143653846153847e-12,1.3933039215686287e-11,1.0074401959237997e-10,2.5999051724137934e-11,4.727439024390244e-12,1.9727663551401877e-11,9.110094339622645e-12,4.1893670289048513e-10,1.0916120689655167e-11
20,9.120675213675215e-11,1.2179368421052636e-11,1.626793692475836e-10,3.421524939939311e-11,2.697532110091743e-11,4.466238810028822e-10,7.103925456165054e-10,5.829289162867456e-09,3.4963336856971005e-09,2.2224279472084538e-10,1.7511376146788982e-11,1.480267197753076e-09,3.502440366972479e-11,3.3302567503470833e-11,3.011339449541286e-11,2.5752752293577987e-11,9.592060825515975e-11,3.766162393162395e-11,4.127705335941357e-09,2.3004587818502447e-09,11085251.503370786,3.2602656045392928e-09,1.8011450537766336e-06,2.51271994157484e-07,2.076449541284405e-11,7.894989656097999e-11,5.823605504587155e-11,8.231921329215449e-09,4.5454954128440385e-11,9.002058452581185e-10,4348494.5275280895,4.1795796042852307e-10,5.875843050472327e-10,6.678863111797075e-10,6.219675213675214e-11,6.676855855855852e-11,2.9363384669459996e-11,8.309282051282051e-11,5.959760709099353e-11,1.8809819819819816e-11,3.5868532110091723e-11,1.561394183344522e-10,1.1942863247863248e-10,1.9237948717948708e-10,2.7932179487179497e-10,1.2190763045151494e-09,3.1369208656469217e-10,8.161311873102133e-11,5.554874396936392e-11,2.2383426372339773e-11,1.3867264957264964e-10,8.467823901725125e-10,1.493816271744011e-08,2.0348334761009989e-10,2.7698142820447372e-08,7.267941176470591e-12,136091.71472527477,6.744052930002097e-11,9.822817460317463e-11,1.0826071428571432e-11,1.5509646017699128e-11,1.1030416472491357e-10,2.7509230769230787e-11,6.2532558139534876e-12,2.7693839285714303e-11,1.028990825688073e-11,4.705910068765189e-10,1.1550256410256397e-11
21,8.650241379310347e-11,1.2585566037735844e-11,1.7340965342792656e-10,3.474624527344522e-11,2.5366944444444426e-11,4.957113401490423e-10,7.730501270429408e-10,6.786385967127332e-09,4.3731421062341645e-09,2.361380962837043e-10,1.6529166666666664e-11,1.5826590359865032e-09,3.3057962962962975e-11,3.727220137330816e-11,2.8542222222222216e-11,2.2283714285714276e-11,6.453179352950989e-11,3.99876724137931e-11,4.381319017153338e-09,2.2582919488565132e-09,11679077.870786518,3.2595913888414782e-09,1.818334433261837e-06,2.6220139404629626e-07,1.9453888888888874e-11,8.464251773244292e-11,5.501851851851854e-11,7.864655797101449e-09,4.30960185185185e-11,7.030988319128787e-10,5311758.279213483,4.4981513942725866e-10,6.200785840955476e-10,7.079057823402712e-10,5.969913793103445e-11,5.915361111111111e-11,2.8070451170422307e-11,7.984508620689649e-11,6.409105982276792e-11,1.7438207547169815e-11,3.3902407407407416e-11,1.643093900724017e-10,1.295775e-10,2.042615517241381e-10,3.030576724137932e-10,1.264469623288745e-09,3.3605972453038965e-10,8.34391017915383e-11,5.920782343234016e-11,2.4084921791200598e-11,1.504566379310344e-10,1.0422640788321476e-09,1.68500369853876e-08,2.1314115067760656e-10,2.3830487668918927e-08,8.604485981308412e-12,42738.61043258427,7.275084931401345e-11,8.283968253968253e-11,1.2401926605504576e-11,1.881060344827588e-11,1.2123965903033789e-10,2.9207499999999993e-11,6.8843269230769204e-12,2.944125e-11,1.1585321100917426e-11,5.288972532564776e-10,1.2263620689655185e-11
22,6.76015517241379e-11,1.4364752475247531e-11,1.6500568149438056e-10,3.1849255913025496e-11,2.623910714285716e-11,4.2226860521504485e-10,7.26025711604242e-10,6.895674404438183e-09,4.432149125145598e-09,2.2084857925814087e-10,1.706241071428571e-11,1.536794909367292e-09,3.412419642857144e-11,3.850068837655572e-11,2.93942857142857e-11,2.2544166666666672e-11,4.316682990501898e-11,4.198637931034483e-11,4.133926770118017e-09,2.273102412026561e-09,9475297.506024096,3.286474481926798e-09,1.8295289556178846e-06,2.5816658880324055e-07,2.132584905660377e-11,7.921116576552187e-11,5.676321428571431e-11,7.715321326164874e-09,4.437517857142857e-11,5.64466722283613e-10,3434120.6201204825,4.373078401607704e-10,5.723231516423389e-10,6.702964295246417e-10,6.269249999999999e-11,6.107357142857139e-11,2.7356546443247923e-11,8.373870689655165e-11,5.888886340858219e-11,1.5758058252427188e-11,3.4968571428571444e-11,1.5222458610157027e-10,1.412756034482758e-10,2.1447439655172405e-10,3.3041896551724154e-10,1.1672835066465027e-09,3.132843914715076e-10,8.595159957934234e-11,5.738732260978412e-11,2.4900442247674373e-11,1.640400862068966e-10,1.1745606679306408e-09,1.686072553304779e-08,2.2901268043864647e-10,2.2374352580437584e-08,1.1108514851485151e-11,73409.30384146342,6.780883991507595e-11,7.363497942386832e-11,1.3068130841121492e-11,1.720366071428572e-11,1.1405968206106231e-10,3.066879310344824e-11,6.3081188118811894e-12,2.374666666666668e-11,1.3616355140186912e-11,5.087620980849347e-10,1.2877413793103446e-11
23,7.011034782608694e-11,1.3735544554455435e-11,1.5215986392999624e-10,2.913267678714956e-11,2.6591376146789008e-11,3.640676786388408e-10,6.478687884374286e-10,6.687673830201409e-09,4.5455662253155935e-09,1.9646941809023184e-10,1.6837857142857156e-11,1.5937870667081708e-09,3.367758928571431e-11,3.704768993466206e-11,2.7063394495412857e-11,2.2756761904761916e-11,3.2915006096248436e-11,4.252852173913041e-11,4.1435819418548845e-09,2.2577780211124395e-09,7148123.115853659,3.1636364069529966e-09,1.8422578782379155e-06,2.424779540966387e-07,2.167427184466021e-11,7.799039460261551e-11,5.6032946428571426e-11,7.71699219409283e-09,4.3840089285714265e-11,4.821630999316788e-10,3891845.651219513,4.586629099681559e-10,5.963466252931898e-10,6.619864645983713e-10,6.061973913043477e-11,6.218858407079647e-11,2.814780285724305e-11,8.104417391304346e-11,5.2919343023304093e-11,2.2365999999999994e-11,3.452312499999998e-11,1.5283389835577562e-10,1.429127826086957e-10,2.172372173913041e-10,3.3424843478260837e-10,1.179180449901299e-09,3.090649544474777e-10,8.587389346219364e-11,5.848264468144647e-11,2.5547608662648305e-11,1.659415652173914e-10,1.7962991060411974e-09,1.638228498241047e-08,2.3675567370263533e-10,2.1545451542779272e-08,9.310000000000001e-12,6226.678031645573,6.862229945245709e-11,6.500562499999998e-11,1.3703786407766992e-11,1.7922869565217395e-11,1.1365056754453061e-10,3.1064434782608684e-11,9.155789473684207e-12,2.6406018518518517e-11,1.4475855855855864e-11,4.92117249462366e-10,1.3042608695652182e-11
